,Participant_ID,Starting_Plateau_Idx,Block,Cycle_Idx,Stages,Directions,Phase,Pentagon_selected,Star_selected,Response,Response_time,Correctness,spu_elements_percentage,Selection,Condition_Name
182,1,1,2,83,T1,pentagon_to_star,pentagon_to_star_trans,1,0,3,1000,1,0.933333333333333,1,Lab
183,1,1,2,84,T2,pentagon_to_star,pentagon_to_star_trans,0,1,4,1171,1,0.866666666666667,0,Lab
184,1,1,2,85,T3,pentagon_to_star,pentagon_to_star_trans,0,1,2,2681,1,0.8,0,Lab
185,1,1,2,86,T4,pentagon_to_star,pentagon_to_star_trans,0,1,3,1199,1,0.733333333333333,0,Lab
186,1,1,2,87,T5,pentagon_to_star,pentagon_to_star_trans,1,0,1,1073,1,0.666666666666667,1,Lab
187,1,1,2,88,T6,pentagon_to_star,pentagon_to_star_trans,0,1,3,1041,1,0.6,0,Lab
188,1,1,2,89,T7,pentagon_to_star,pentagon_to_star_trans,1,0,4,1497,1,0.533333333333333,1,Lab
189,1,1,2,90,T8,pentagon_to_star,pentagon_to_star_trans,0,1,2,1249,1,0.466666666666667,0,Lab
190,1,1,2,91,T9,pentagon_to_star,pentagon_to_star_trans,0,1,2,2108,1,0.4,0,Lab
191,1,1,2,92,T10,pentagon_to_star,pentagon_to_star_trans,0,1,2,1229,1,0.333333333333333,0,Lab
192,1,1,2,93,T11,pentagon_to_star,pentagon_to_star_trans,0,1,4,888,1,0.266666666666667,0,Lab
193,1,1,2,94,T12,pentagon_to_star,pentagon_to_star_trans,1,0,4,804,1,0.2,1,Lab
194,1,1,2,95,T13,pentagon_to_star,pentagon_to_star_trans,1,0,4,947,1,0.133333333333333,1,Lab
195,1,1,2,96,P1,star_to_pentagon,star_plateau,1,0,4,996,1,0.066666666666667,1,Lab
196,1,1,2,97,P2,star_to_pentagon,star_plateau,0,1,1,1012,1,0.066666666666667,0,Lab
197,1,1,2,98,P3,star_to_pentagon,star_plateau,1,0,3,838,1,0.066666666666667,1,Lab
198,1,0,3,0,P1,pentagon_to_star,pentagon_plateau,0,1,1,971,1,0.066666666666667,0,Lab
199,1,0,3,1,P2,pentagon_to_star,pentagon_plateau,0,1,2,1060,1,0.066666666666667,0,Lab
200,1,0,3,2,P3,pentagon_to_star,pentagon_plateau,0,1,2,687,1,0.066666666666667,0,Lab
201,1,0,3,3,T1,pentagon_to_star,pentagon_to_star_trans,0,1,1,1083,1,0.133333333333333,0,Lab
202,1,0,3,4,T2,pentagon_to_star,pentagon_to_star_trans,0,1,2,1768,1,0.2,0,Lab
203,1,0,3,5,T3,pentagon_to_star,pentagon_to_star_trans,0,1,3,929,1,0.266666666666667,0,Lab
204,1,0,3,6,T4,pentagon_to_star,pentagon_to_star_trans,0,1,1,1765,1,0.333333333333333,0,Lab
205,1,0,3,7,T5,pentagon_to_star,pentagon_to_star_trans,0,1,1,715,1,0.4,0,Lab
206,1,0,3,8,T6,pentagon_to_star,pentagon_to_star_trans,0,1,2,1421,1,0.466666666666667,0,Lab
207,1,0,3,9,T7,pentagon_to_star,pentagon_to_star_trans,1,0,2,872,1,0.533333333333333,1,Lab
