,Participant_ID,Condition_Name,Starting_Plateau_Idx,Cycle_Idx,Decline_First_Selection
8388,13,Bergmann Colored vs. Gray,1,16,1.0
8389,13,Bergmann Colored vs. Gray,1,17,0.0
8390,13,Bergmann Colored vs. Gray,1,18,0.0
8391,13,Bergmann Colored vs. Gray,1,19,1.0
8392,13,Bergmann Colored vs. Gray,1,20,1.0
8393,13,Bergmann Colored vs. Gray,1,21,0.0
8394,13,Bergmann Colored vs. Gray,1,22,0.0
8395,13,Bergmann Colored vs. Gray,1,23,0.0
8396,13,Bergmann Colored vs. Gray,1,24,0.0
8397,13,Bergmann Colored vs. Gray,1,25,0.0
8398,13,Bergmann Colored vs. Gray,1,26,1.0
8399,13,Bergmann Colored vs. Gray,1,27,1.0
8400,13,Bergmann Colored vs. Gray,1,28,0.0
8401,13,Bergmann Colored vs. Gray,1,29,0.0
8402,13,Bergmann Colored vs. Gray,1,30,0.0
8403,13,Bergmann Colored vs. Gray,1,31,1.0
8404,13,Bergmann Colored vs. Gray,1,0,1.0
8405,13,Bergmann Colored vs. Gray,1,1,0.0
8406,13,Bergmann Colored vs. Gray,1,2,1.0
8407,13,Bergmann Colored vs. Gray,1,3,0.0
8408,13,Bergmann Colored vs. Gray,1,4,1.0
8409,13,Bergmann Colored vs. Gray,1,5,1.0
8410,13,Bergmann Colored vs. Gray,1,6,0.0
8411,13,Bergmann Colored vs. Gray,1,7,1.0
8412,13,Bergmann Colored vs. Gray,1,8,1.0
8413,13,Bergmann Colored vs. Gray,1,9,1.0
8414,13,Bergmann Colored vs. Gray,1,10,0.0
8415,13,Bergmann Colored vs. Gray,1,11,1.0
8416,13,Bergmann Colored vs. Gray,1,12,1.0
8417,13,Bergmann Colored vs. Gray,1,13,0.0
8418,13,Bergmann Colored vs. Gray,1,14,1.0
8419,13,Bergmann Colored vs. Gray,1,15,0.0
8420,13,Bergmann Colored vs. Gray,1,16,0.0
8421,13,Bergmann Colored vs. Gray,1,17,1.0
8422,13,Bergmann Colored vs. Gray,1,18,1.0
8423,13,Bergmann Colored vs. Gray,1,19,0.0
8424,13,Bergmann Colored vs. Gray,1,20,0.0
8425,13,Bergmann Colored vs. Gray,1,21,0.0
8426,13,Bergmann Colored vs. Gray,1,22,1.0
8427,13,Bergmann Colored vs. Gray,1,23,1.0
8428,13,Bergmann Colored vs. Gray,1,24,1.0
8429,13,Bergmann Colored vs. Gray,1,25,1.0
8430,13,Bergmann Colored vs. Gray,1,26,1.0
8431,13,Bergmann Colored vs. Gray,1,27,1.0
8432,13,Bergmann Colored vs. Gray,1,28,1.0
8433,13,Bergmann Colored vs. Gray,1,29,0.0
8434,13,Bergmann Colored vs. Gray,1,30,1.0
8435,13,Bergmann Colored vs. Gray,1,31,0.0
8436,14,Bergmann Colored vs. Gray,0,0,0.0
8437,14,Bergmann Colored vs. Gray,0,1,0.0
8438,14,Bergmann Colored vs. Gray,0,2,1.0
8439,14,Bergmann Colored vs. Gray,0,3,0.0
8440,14,Bergmann Colored vs. Gray,0,4,0.0
8441,14,Bergmann Colored vs. Gray,0,5,1.0
8442,14,Bergmann Colored vs. Gray,0,6,1.0
8443,14,Bergmann Colored vs. Gray,0,8,0.0
8444,14,Bergmann Colored vs. Gray,0,9,0.0
8445,14,Bergmann Colored vs. Gray,0,10,0.0
8446,14,Bergmann Colored vs. Gray,0,11,1.0
8447,14,Bergmann Colored vs. Gray,0,12,1.0
8448,14,Bergmann Colored vs. Gray,0,13,1.0
8449,14,Bergmann Colored vs. Gray,0,14,1.0
8450,14,Bergmann Colored vs. Gray,0,15,1.0
8451,14,Bergmann Colored vs. Gray,0,16,0.0
8452,14,Bergmann Colored vs. Gray,0,17,0.0
8453,14,Bergmann Colored vs. Gray,0,19,1.0
8454,14,Bergmann Colored vs. Gray,0,20,1.0
8455,14,Bergmann Colored vs. Gray,0,21,1.0
8456,14,Bergmann Colored vs. Gray,0,22,1.0
8457,14,Bergmann Colored vs. Gray,0,23,1.0
8458,14,Bergmann Colored vs. Gray,0,24,1.0
8459,14,Bergmann Colored vs. Gray,0,25,0.0
8460,14,Bergmann Colored vs. Gray,0,26,1.0
8461,14,Bergmann Colored vs. Gray,0,27,0.0
8462,14,Bergmann Colored vs. Gray,0,28,0.0
8463,14,Bergmann Colored vs. Gray,0,29,1.0
8464,14,Bergmann Colored vs. Gray,0,30,1.0
8465,14,Bergmann Colored vs. Gray,0,31,1.0
8466,14,Bergmann Colored vs. Gray,0,0,1.0
8467,14,Bergmann Colored vs. Gray,0,1,1.0
8468,14,Bergmann Colored vs. Gray,0,2,1.0
8469,14,Bergmann Colored vs. Gray,0,3,1.0
8470,14,Bergmann Colored vs. Gray,0,4,0.0
8471,14,Bergmann Colored vs. Gray,0,5,0.0
8472,14,Bergmann Colored vs. Gray,0,6,1.0
8473,14,Bergmann Colored vs. Gray,0,7,1.0
8474,14,Bergmann Colored vs. Gray,0,8,1.0
8475,14,Bergmann Colored vs. Gray,0,9,1.0
8476,14,Bergmann Colored vs. Gray,0,10,1.0
8477,14,Bergmann Colored vs. Gray,0,11,0.0
8478,14,Bergmann Colored vs. Gray,0,12,0.0
8479,14,Bergmann Colored vs. Gray,0,13,0.0
8480,14,Bergmann Colored vs. Gray,0,14,1.0
8481,14,Bergmann Colored vs. Gray,0,15,0.0
8482,14,Bergmann Colored vs. Gray,0,16,1.0
8483,14,Bergmann Colored vs. Gray,0,17,1.0
8484,14,Bergmann Colored vs. Gray,0,18,1.0
8485,14,Bergmann Colored vs. Gray,0,19,0.0
8486,14,Bergmann Colored vs. Gray,0,20,1.0
8487,14,Bergmann Colored vs. Gray,0,21,1.0
8488,14,Bergmann Colored vs. Gray,0,22,1.0
8489,14,Bergmann Colored vs. Gray,0,23,1.0
8490,14,Bergmann Colored vs. Gray,0,24,1.0
8491,14,Bergmann Colored vs. Gray,0,25,1.0
8492,14,Bergmann Colored vs. Gray,0,26,1.0
8493,14,Bergmann Colored vs. Gray,0,27,0.0
8494,14,Bergmann Colored vs. Gray,0,28,1.0
8495,14,Bergmann Colored vs. Gray,0,29,0.0
8496,14,Bergmann Colored vs. Gray,0,30,1.0
8497,14,Bergmann Colored vs. Gray,0,31,0.0
8498,14,Bergmann Colored vs. Gray,0,0,0.0
8499,14,Bergmann Colored vs. Gray,0,1,1.0
8500,14,Bergmann Colored vs. Gray,0,3,0.0
8501,14,Bergmann Colored vs. Gray,0,4,1.0
8502,14,Bergmann Colored vs. Gray,0,5,0.0
8503,14,Bergmann Colored vs. Gray,0,6,1.0
8504,14,Bergmann Colored vs. Gray,0,9,1.0
8505,14,Bergmann Colored vs. Gray,0,10,1.0
8506,14,Bergmann Colored vs. Gray,0,11,1.0
8507,14,Bergmann Colored vs. Gray,0,12,1.0
8508,14,Bergmann Colored vs. Gray,0,13,1.0
8509,14,Bergmann Colored vs. Gray,0,14,1.0
8510,14,Bergmann Colored vs. Gray,0,15,0.0
8511,14,Bergmann Colored vs. Gray,0,17,1.0
8512,14,Bergmann Colored vs. Gray,0,18,1.0
8513,14,Bergmann Colored vs. Gray,0,19,0.0
8514,14,Bergmann Colored vs. Gray,0,20,0.0
8515,14,Bergmann Colored vs. Gray,0,21,0.0
8516,14,Bergmann Colored vs. Gray,0,22,1.0
8517,14,Bergmann Colored vs. Gray,0,23,0.0
8518,14,Bergmann Colored vs. Gray,0,24,1.0
8519,14,Bergmann Colored vs. Gray,0,25,1.0
8520,14,Bergmann Colored vs. Gray,0,26,1.0
8521,14,Bergmann Colored vs. Gray,0,27,0.0
8522,14,Bergmann Colored vs. Gray,0,28,1.0
8523,14,Bergmann Colored vs. Gray,0,30,0.0
8524,14,Bergmann Colored vs. Gray,0,31,1.0
8525,14,Bergmann Colored vs. Gray,0,0,1.0
8526,14,Bergmann Colored vs. Gray,0,1,1.0
8527,14,Bergmann Colored vs. Gray,0,2,1.0
8528,14,Bergmann Colored vs. Gray,0,3,0.0
8529,14,Bergmann Colored vs. Gray,0,4,1.0
8530,14,Bergmann Colored vs. Gray,0,5,0.0
8531,14,Bergmann Colored vs. Gray,0,6,0.0
8532,14,Bergmann Colored vs. Gray,0,7,0.0
8533,14,Bergmann Colored vs. Gray,0,8,0.0
8534,14,Bergmann Colored vs. Gray,0,9,1.0
8535,14,Bergmann Colored vs. Gray,0,10,0.0
8536,14,Bergmann Colored vs. Gray,0,11,0.0
8537,14,Bergmann Colored vs. Gray,0,12,0.0
8538,14,Bergmann Colored vs. Gray,0,13,1.0
8539,14,Bergmann Colored vs. Gray,0,14,0.0
8540,14,Bergmann Colored vs. Gray,0,15,1.0
8541,14,Bergmann Colored vs. Gray,0,16,1.0
8542,14,Bergmann Colored vs. Gray,0,17,1.0
8543,14,Bergmann Colored vs. Gray,0,18,0.0
8544,14,Bergmann Colored vs. Gray,0,19,0.0
8545,14,Bergmann Colored vs. Gray,0,20,0.0
8546,14,Bergmann Colored vs. Gray,0,21,0.0
8547,14,Bergmann Colored vs. Gray,0,22,1.0
8548,14,Bergmann Colored vs. Gray,0,23,1.0
8549,14,Bergmann Colored vs. Gray,0,24,0.0
8550,14,Bergmann Colored vs. Gray,0,25,0.0
8551,14,Bergmann Colored vs. Gray,0,26,0.0
8552,14,Bergmann Colored vs. Gray,0,27,0.0
8553,14,Bergmann Colored vs. Gray,0,28,0.0
8554,14,Bergmann Colored vs. Gray,0,29,0.0
8555,14,Bergmann Colored vs. Gray,0,30,1.0
8556,14,Bergmann Colored vs. Gray,0,31,0.0
8557,14,Bergmann Colored vs. Gray,0,0,0.0
8558,14,Bergmann Colored vs. Gray,0,1,0.0
8559,14,Bergmann Colored vs. Gray,0,2,0.0
8560,14,Bergmann Colored vs. Gray,0,3,0.0
8561,14,Bergmann Colored vs. Gray,0,4,0.0
8562,14,Bergmann Colored vs. Gray,0,5,1.0
8563,14,Bergmann Colored vs. Gray,0,6,0.0
8564,14,Bergmann Colored vs. Gray,0,7,1.0
8565,14,Bergmann Colored vs. Gray,0,8,1.0
8566,14,Bergmann Colored vs. Gray,0,9,1.0
8567,14,Bergmann Colored vs. Gray,0,10,1.0
8568,14,Bergmann Colored vs. Gray,0,11,0.0
8569,14,Bergmann Colored vs. Gray,0,12,1.0
8570,14,Bergmann Colored vs. Gray,0,13,1.0
8571,14,Bergmann Colored vs. Gray,0,14,0.0
8572,14,Bergmann Colored vs. Gray,0,15,0.0
8573,14,Bergmann Colored vs. Gray,0,16,0.0
8574,14,Bergmann Colored vs. Gray,0,17,1.0
8575,14,Bergmann Colored vs. Gray,0,18,1.0
8576,14,Bergmann Colored vs. Gray,0,19,0.0
8577,14,Bergmann Colored vs. Gray,0,20,0.0
8578,14,Bergmann Colored vs. Gray,0,23,1.0
8579,14,Bergmann Colored vs. Gray,0,24,0.0
8580,14,Bergmann Colored vs. Gray,0,25,1.0
8581,14,Bergmann Colored vs. Gray,0,26,1.0
8582,14,Bergmann Colored vs. Gray,0,27,1.0
8583,14,Bergmann Colored vs. Gray,0,28,0.0
8584,14,Bergmann Colored vs. Gray,0,30,1.0
8585,14,Bergmann Colored vs. Gray,0,31,1.0
8586,14,Bergmann Colored vs. Gray,0,0,0.0
8587,14,Bergmann Colored vs. Gray,0,1,0.0
8588,14,Bergmann Colored vs. Gray,0,2,1.0
8589,14,Bergmann Colored vs. Gray,0,3,1.0
8590,14,Bergmann Colored vs. Gray,0,4,0.0
8591,14,Bergmann Colored vs. Gray,0,5,0.0
8592,14,Bergmann Colored vs. Gray,0,6,0.0
8593,14,Bergmann Colored vs. Gray,0,7,0.0
8594,14,Bergmann Colored vs. Gray,0,8,1.0
8595,14,Bergmann Colored vs. Gray,0,9,0.0
8596,14,Bergmann Colored vs. Gray,0,10,0.0
8597,14,Bergmann Colored vs. Gray,0,11,0.0
8598,14,Bergmann Colored vs. Gray,0,12,1.0
8599,14,Bergmann Colored vs. Gray,0,13,1.0
8600,14,Bergmann Colored vs. Gray,0,14,1.0
8601,14,Bergmann Colored vs. Gray,0,16,1.0
8602,14,Bergmann Colored vs. Gray,0,17,1.0
8603,14,Bergmann Colored vs. Gray,0,18,1.0
8604,14,Bergmann Colored vs. Gray,0,19,0.0
8605,14,Bergmann Colored vs. Gray,0,20,0.0
8606,14,Bergmann Colored vs. Gray,0,21,1.0
8607,14,Bergmann Colored vs. Gray,0,22,0.0
8608,14,Bergmann Colored vs. Gray,0,23,0.0
8609,14,Bergmann Colored vs. Gray,0,24,0.0
8610,14,Bergmann Colored vs. Gray,0,25,1.0
8611,14,Bergmann Colored vs. Gray,0,26,1.0
8612,14,Bergmann Colored vs. Gray,0,27,0.0
8613,14,Bergmann Colored vs. Gray,0,28,0.0
8614,14,Bergmann Colored vs. Gray,0,29,1.0
8615,14,Bergmann Colored vs. Gray,0,30,1.0
8616,14,Bergmann Colored vs. Gray,0,31,0.0
8617,14,Bergmann Colored vs. Gray,0,0,0.0
8618,14,Bergmann Colored vs. Gray,0,1,0.0
8619,14,Bergmann Colored vs. Gray,0,2,1.0
8620,14,Bergmann Colored vs. Gray,0,3,0.0
8621,14,Bergmann Colored vs. Gray,0,4,0.0
8622,14,Bergmann Colored vs. Gray,0,5,1.0
8623,14,Bergmann Colored vs. Gray,0,6,1.0
8624,14,Bergmann Colored vs. Gray,0,7,0.0
8625,14,Bergmann Colored vs. Gray,0,8,1.0
8626,14,Bergmann Colored vs. Gray,0,9,0.0
8627,14,Bergmann Colored vs. Gray,0,10,0.0
8628,14,Bergmann Colored vs. Gray,0,11,0.0
8629,14,Bergmann Colored vs. Gray,0,12,1.0
8630,14,Bergmann Colored vs. Gray,0,13,0.0
8631,14,Bergmann Colored vs. Gray,0,14,1.0
8632,14,Bergmann Colored vs. Gray,0,15,1.0
8633,14,Bergmann Colored vs. Gray,0,16,1.0
8634,14,Bergmann Colored vs. Gray,0,17,1.0
8635,14,Bergmann Colored vs. Gray,0,18,1.0
8636,14,Bergmann Colored vs. Gray,0,19,1.0
8637,14,Bergmann Colored vs. Gray,0,20,1.0
8638,14,Bergmann Colored vs. Gray,0,21,1.0
8639,14,Bergmann Colored vs. Gray,0,22,0.0
8640,14,Bergmann Colored vs. Gray,0,23,0.0
8641,14,Bergmann Colored vs. Gray,0,24,1.0
8642,14,Bergmann Colored vs. Gray,0,25,0.0
8643,14,Bergmann Colored vs. Gray,0,26,1.0
8644,14,Bergmann Colored vs. Gray,0,27,1.0
8645,14,Bergmann Colored vs. Gray,0,28,1.0
8646,14,Bergmann Colored vs. Gray,0,29,1.0
8647,14,Bergmann Colored vs. Gray,0,30,0.0
8648,14,Bergmann Colored vs. Gray,0,31,0.0
8649,14,Bergmann Colored vs. Gray,0,0,1.0
8650,14,Bergmann Colored vs. Gray,0,1,0.0
8651,14,Bergmann Colored vs. Gray,0,4,0.0
8652,14,Bergmann Colored vs. Gray,0,7,1.0
8653,14,Bergmann Colored vs. Gray,0,8,0.0
8654,14,Bergmann Colored vs. Gray,0,9,0.0
8655,14,Bergmann Colored vs. Gray,0,10,0.0
8656,14,Bergmann Colored vs. Gray,0,11,0.0
8657,14,Bergmann Colored vs. Gray,0,12,1.0
8658,14,Bergmann Colored vs. Gray,0,13,0.0
8659,14,Bergmann Colored vs. Gray,0,14,1.0
8660,14,Bergmann Colored vs. Gray,0,15,1.0
8661,14,Bergmann Colored vs. Gray,0,16,1.0
8662,14,Bergmann Colored vs. Gray,0,17,1.0
8663,14,Bergmann Colored vs. Gray,0,18,0.0
8664,14,Bergmann Colored vs. Gray,0,19,1.0
8665,14,Bergmann Colored vs. Gray,0,20,1.0
8666,14,Bergmann Colored vs. Gray,0,21,0.0
8667,14,Bergmann Colored vs. Gray,0,22,1.0
8668,14,Bergmann Colored vs. Gray,0,23,1.0
8669,14,Bergmann Colored vs. Gray,0,24,0.0
8670,14,Bergmann Colored vs. Gray,0,25,1.0
8671,14,Bergmann Colored vs. Gray,0,26,0.0
8672,14,Bergmann Colored vs. Gray,0,28,1.0
8673,14,Bergmann Colored vs. Gray,0,29,1.0
8674,14,Bergmann Colored vs. Gray,0,30,0.0
8675,14,Bergmann Colored vs. Gray,0,31,1.0
8676,14,Bergmann Colored vs. Gray,0,0,1.0
8677,14,Bergmann Colored vs. Gray,0,1,0.0
8678,14,Bergmann Colored vs. Gray,0,2,1.0
8679,14,Bergmann Colored vs. Gray,0,3,1.0
8680,14,Bergmann Colored vs. Gray,0,4,1.0
8681,14,Bergmann Colored vs. Gray,0,5,0.0
8682,14,Bergmann Colored vs. Gray,0,7,1.0
8683,14,Bergmann Colored vs. Gray,0,8,0.0
8684,14,Bergmann Colored vs. Gray,0,9,0.0
8685,14,Bergmann Colored vs. Gray,0,10,0.0
8686,14,Bergmann Colored vs. Gray,0,11,1.0
8687,14,Bergmann Colored vs. Gray,0,12,1.0
8688,14,Bergmann Colored vs. Gray,0,13,0.0
8689,14,Bergmann Colored vs. Gray,0,14,0.0
8690,14,Bergmann Colored vs. Gray,0,15,1.0
8691,14,Bergmann Colored vs. Gray,0,16,1.0
8692,14,Bergmann Colored vs. Gray,0,17,0.0
8693,14,Bergmann Colored vs. Gray,0,18,1.0
8694,14,Bergmann Colored vs. Gray,0,19,1.0
8695,14,Bergmann Colored vs. Gray,0,20,1.0
8696,14,Bergmann Colored vs. Gray,0,21,1.0
8697,14,Bergmann Colored vs. Gray,0,23,0.0
8698,14,Bergmann Colored vs. Gray,0,24,0.0
8699,14,Bergmann Colored vs. Gray,0,25,0.0
8700,14,Bergmann Colored vs. Gray,0,26,0.0
8701,14,Bergmann Colored vs. Gray,0,27,1.0
8702,14,Bergmann Colored vs. Gray,0,28,0.0
8703,14,Bergmann Colored vs. Gray,0,29,0.0
8704,14,Bergmann Colored vs. Gray,0,30,1.0
8705,14,Bergmann Colored vs. Gray,0,31,1.0
8706,14,Bergmann Colored vs. Gray,0,0,0.0
8707,14,Bergmann Colored vs. Gray,0,1,1.0
8708,14,Bergmann Colored vs. Gray,0,2,1.0
8709,14,Bergmann Colored vs. Gray,0,3,0.0
8710,14,Bergmann Colored vs. Gray,0,4,0.0
8711,14,Bergmann Colored vs. Gray,0,5,0.0
8712,14,Bergmann Colored vs. Gray,0,6,1.0
8713,14,Bergmann Colored vs. Gray,0,7,1.0
8714,14,Bergmann Colored vs. Gray,0,8,0.0
8715,14,Bergmann Colored vs. Gray,0,9,0.0
8716,14,Bergmann Colored vs. Gray,0,10,1.0
8717,14,Bergmann Colored vs. Gray,0,11,0.0
8718,14,Bergmann Colored vs. Gray,0,12,0.0
8719,14,Bergmann Colored vs. Gray,0,13,1.0
8720,14,Bergmann Colored vs. Gray,0,14,1.0
8721,14,Bergmann Colored vs. Gray,0,15,1.0
8722,14,Bergmann Colored vs. Gray,0,16,1.0
8723,14,Bergmann Colored vs. Gray,0,17,0.0
8724,14,Bergmann Colored vs. Gray,0,18,0.0
8725,14,Bergmann Colored vs. Gray,0,19,0.0
8726,14,Bergmann Colored vs. Gray,0,20,1.0
8727,14,Bergmann Colored vs. Gray,0,21,0.0
8728,14,Bergmann Colored vs. Gray,0,24,1.0
8729,14,Bergmann Colored vs. Gray,0,25,1.0
8730,14,Bergmann Colored vs. Gray,0,26,0.0
8731,14,Bergmann Colored vs. Gray,0,27,1.0
8732,14,Bergmann Colored vs. Gray,0,28,0.0
8733,14,Bergmann Colored vs. Gray,0,30,0.0
8734,14,Bergmann Colored vs. Gray,0,31,0.0
8735,14,Bergmann Colored vs. Gray,0,0,1.0
8736,14,Bergmann Colored vs. Gray,0,1,0.0
8737,14,Bergmann Colored vs. Gray,0,2,1.0
8738,14,Bergmann Colored vs. Gray,0,3,1.0
8739,14,Bergmann Colored vs. Gray,0,4,0.0
8740,14,Bergmann Colored vs. Gray,0,6,1.0
8741,14,Bergmann Colored vs. Gray,0,7,0.0
8742,14,Bergmann Colored vs. Gray,0,8,1.0
8743,14,Bergmann Colored vs. Gray,0,9,0.0
8744,14,Bergmann Colored vs. Gray,0,10,0.0
8745,14,Bergmann Colored vs. Gray,0,11,1.0
8746,14,Bergmann Colored vs. Gray,0,12,0.0
8747,14,Bergmann Colored vs. Gray,0,13,1.0
8748,14,Bergmann Colored vs. Gray,0,14,0.0
8749,14,Bergmann Colored vs. Gray,0,15,1.0
8750,14,Bergmann Colored vs. Gray,0,16,0.0
8751,14,Bergmann Colored vs. Gray,0,17,1.0
8752,14,Bergmann Colored vs. Gray,0,18,0.0
8753,14,Bergmann Colored vs. Gray,0,19,0.0
8754,14,Bergmann Colored vs. Gray,0,20,0.0
8755,14,Bergmann Colored vs. Gray,0,21,1.0
8756,14,Bergmann Colored vs. Gray,0,22,0.0
8757,14,Bergmann Colored vs. Gray,0,23,1.0
8758,14,Bergmann Colored vs. Gray,0,24,0.0
8759,14,Bergmann Colored vs. Gray,0,25,1.0
8760,14,Bergmann Colored vs. Gray,0,26,0.0
8761,14,Bergmann Colored vs. Gray,0,27,1.0
8762,14,Bergmann Colored vs. Gray,0,28,0.0
8763,14,Bergmann Colored vs. Gray,0,29,0.0
8764,14,Bergmann Colored vs. Gray,0,30,0.0
8765,14,Bergmann Colored vs. Gray,0,31,1.0
8766,14,Bergmann Colored vs. Gray,0,0,0.0
8767,14,Bergmann Colored vs. Gray,0,1,0.0
8768,14,Bergmann Colored vs. Gray,0,2,0.0
8769,14,Bergmann Colored vs. Gray,0,3,1.0
8770,14,Bergmann Colored vs. Gray,0,4,1.0
8771,14,Bergmann Colored vs. Gray,0,5,1.0
8772,14,Bergmann Colored vs. Gray,0,6,0.0
8773,14,Bergmann Colored vs. Gray,0,7,0.0
8774,14,Bergmann Colored vs. Gray,0,8,1.0
8775,14,Bergmann Colored vs. Gray,0,9,0.0
8776,14,Bergmann Colored vs. Gray,0,10,0.0
8777,14,Bergmann Colored vs. Gray,0,11,0.0
8778,14,Bergmann Colored vs. Gray,0,12,0.0
8779,14,Bergmann Colored vs. Gray,0,13,1.0
8780,14,Bergmann Colored vs. Gray,0,14,0.0
8781,14,Bergmann Colored vs. Gray,0,15,1.0
8782,14,Bergmann Colored vs. Gray,0,16,0.0
8783,14,Bergmann Colored vs. Gray,0,17,1.0
8784,14,Bergmann Colored vs. Gray,0,18,0.0
8785,14,Bergmann Colored vs. Gray,0,19,0.0
8786,14,Bergmann Colored vs. Gray,0,20,1.0
8787,14,Bergmann Colored vs. Gray,0,21,0.0
8788,14,Bergmann Colored vs. Gray,0,22,0.0
8789,14,Bergmann Colored vs. Gray,0,23,0.0
8790,14,Bergmann Colored vs. Gray,0,24,0.0
8791,14,Bergmann Colored vs. Gray,0,25,1.0
8792,14,Bergmann Colored vs. Gray,0,26,0.0
8793,14,Bergmann Colored vs. Gray,0,27,1.0
8794,14,Bergmann Colored vs. Gray,0,28,1.0
8795,14,Bergmann Colored vs. Gray,0,29,0.0
8796,14,Bergmann Colored vs. Gray,0,30,0.0
8797,14,Bergmann Colored vs. Gray,0,31,1.0
8798,14,Bergmann Colored vs. Gray,0,0,0.0
8799,14,Bergmann Colored vs. Gray,0,1,0.0
8800,14,Bergmann Colored vs. Gray,0,2,1.0
8801,14,Bergmann Colored vs. Gray,0,3,1.0
8802,14,Bergmann Colored vs. Gray,0,4,1.0
8803,14,Bergmann Colored vs. Gray,0,5,0.0
8804,14,Bergmann Colored vs. Gray,0,6,0.0
8805,14,Bergmann Colored vs. Gray,0,7,0.0
8806,14,Bergmann Colored vs. Gray,0,8,1.0
8807,14,Bergmann Colored vs. Gray,0,9,1.0
8808,14,Bergmann Colored vs. Gray,0,10,0.0
8809,14,Bergmann Colored vs. Gray,0,11,0.0
8810,14,Bergmann Colored vs. Gray,0,12,0.0
8811,14,Bergmann Colored vs. Gray,0,13,1.0
8812,14,Bergmann Colored vs. Gray,0,14,1.0
8813,14,Bergmann Colored vs. Gray,0,16,1.0
8814,14,Bergmann Colored vs. Gray,0,17,0.0
8815,14,Bergmann Colored vs. Gray,0,18,1.0
8816,14,Bergmann Colored vs. Gray,0,19,0.0
8817,14,Bergmann Colored vs. Gray,0,20,0.0
8818,14,Bergmann Colored vs. Gray,0,21,1.0
8819,14,Bergmann Colored vs. Gray,0,22,0.0
8820,14,Bergmann Colored vs. Gray,0,23,0.0
8821,14,Bergmann Colored vs. Gray,0,24,1.0
8822,14,Bergmann Colored vs. Gray,0,25,0.0
8823,14,Bergmann Colored vs. Gray,0,26,0.0
8824,14,Bergmann Colored vs. Gray,0,27,0.0
8825,14,Bergmann Colored vs. Gray,0,28,0.0
8826,14,Bergmann Colored vs. Gray,0,29,1.0
8827,14,Bergmann Colored vs. Gray,0,30,0.0
8828,14,Bergmann Colored vs. Gray,0,31,1.0
8829,14,Bergmann Colored vs. Gray,0,0,1.0
8830,14,Bergmann Colored vs. Gray,0,1,0.0
8831,14,Bergmann Colored vs. Gray,0,2,0.0
8832,14,Bergmann Colored vs. Gray,0,3,1.0
8833,14,Bergmann Colored vs. Gray,0,4,1.0
8834,14,Bergmann Colored vs. Gray,0,5,0.0
8835,14,Bergmann Colored vs. Gray,0,6,1.0
8836,14,Bergmann Colored vs. Gray,0,7,1.0
8837,14,Bergmann Colored vs. Gray,0,8,0.0
8838,14,Bergmann Colored vs. Gray,0,9,0.0
8839,14,Bergmann Colored vs. Gray,0,10,1.0
8840,14,Bergmann Colored vs. Gray,0,13,0.0
8841,14,Bergmann Colored vs. Gray,0,14,1.0
8842,14,Bergmann Colored vs. Gray,0,15,1.0
8843,14,Bergmann Colored vs. Gray,0,17,1.0
8844,14,Bergmann Colored vs. Gray,0,18,0.0
8845,14,Bergmann Colored vs. Gray,0,19,1.0
8846,14,Bergmann Colored vs. Gray,0,20,1.0
8847,14,Bergmann Colored vs. Gray,0,21,0.0
8848,14,Bergmann Colored vs. Gray,0,22,1.0
8849,14,Bergmann Colored vs. Gray,0,23,1.0
8850,14,Bergmann Colored vs. Gray,0,24,0.0
8851,14,Bergmann Colored vs. Gray,0,25,1.0
8852,14,Bergmann Colored vs. Gray,0,26,0.0
8853,14,Bergmann Colored vs. Gray,0,27,0.0
8854,14,Bergmann Colored vs. Gray,0,28,1.0
8855,14,Bergmann Colored vs. Gray,0,29,0.0
8856,14,Bergmann Colored vs. Gray,0,30,0.0
8857,14,Bergmann Colored vs. Gray,0,31,0.0
8858,14,Bergmann Colored vs. Gray,0,0,0.0
8859,14,Bergmann Colored vs. Gray,0,1,0.0
8860,14,Bergmann Colored vs. Gray,0,2,1.0
8861,14,Bergmann Colored vs. Gray,0,3,0.0
8862,14,Bergmann Colored vs. Gray,0,4,1.0
8863,14,Bergmann Colored vs. Gray,0,5,1.0
8864,14,Bergmann Colored vs. Gray,0,6,0.0
8865,14,Bergmann Colored vs. Gray,0,7,0.0
8866,14,Bergmann Colored vs. Gray,0,8,1.0
8867,14,Bergmann Colored vs. Gray,0,9,1.0
8868,14,Bergmann Colored vs. Gray,0,10,0.0
8869,14,Bergmann Colored vs. Gray,0,11,0.0
8870,14,Bergmann Colored vs. Gray,0,12,1.0
8871,14,Bergmann Colored vs. Gray,0,13,0.0
8872,14,Bergmann Colored vs. Gray,0,14,0.0
8873,14,Bergmann Colored vs. Gray,0,15,1.0
8874,14,Bergmann Colored vs. Gray,0,16,1.0
8875,14,Bergmann Colored vs. Gray,0,17,1.0
8876,14,Bergmann Colored vs. Gray,0,18,1.0
8877,14,Bergmann Colored vs. Gray,0,19,1.0
8878,14,Bergmann Colored vs. Gray,0,21,0.0
8879,14,Bergmann Colored vs. Gray,0,22,0.0
8880,14,Bergmann Colored vs. Gray,0,23,0.0
8881,14,Bergmann Colored vs. Gray,0,24,1.0
8882,14,Bergmann Colored vs. Gray,0,25,0.0
8883,14,Bergmann Colored vs. Gray,0,26,1.0
8884,14,Bergmann Colored vs. Gray,0,27,0.0
8885,14,Bergmann Colored vs. Gray,0,28,1.0
