,Participant_ID,Starting_Plateau_Idx,Block,Cycle_Idx,Stages,Directions,Phase,Pentagon_selected,Star_selected,Response,Response_time,Correctness,Condition_Name,Selection
1485,34,0,4,0,P1,pentagon_to_star,pentagon_plateau,0,0,1,951,0,Online,0
1486,34,0,4,1,P2,pentagon_to_star,pentagon_plateau,0,1,3,1014,1,Online,0
1487,34,0,4,2,P3,pentagon_to_star,pentagon_plateau,1,0,3,866,1,Online,1
1488,34,0,4,3,T1,pentagon_to_star,pentagon_to_star_trans,0,0,3,764,0,Online,0
1489,34,0,4,4,T2,pentagon_to_star,pentagon_to_star_trans,0,1,1,706,1,Online,0
1490,34,0,4,5,T3,pentagon_to_star,pentagon_to_star_trans,0,1,3,818,1,Online,0
1491,34,0,4,6,T4,pentagon_to_star,pentagon_to_star_trans,0,0,3,838,0,Online,0
1492,34,0,4,7,T5,pentagon_to_star,pentagon_to_star_trans,0,1,4,690,1,Online,0
1493,34,0,4,8,T6,pentagon_to_star,pentagon_to_star_trans,0,0,4,1743,0,Online,0
1494,34,0,4,9,T7,pentagon_to_star,pentagon_to_star_trans,1,0,1,646,1,Online,1
1495,34,0,4,10,T8,pentagon_to_star,pentagon_to_star_trans,0,1,1,863,1,Online,0
1496,34,0,4,11,T9,pentagon_to_star,pentagon_to_star_trans,0,1,3,1261,1,Online,0
1497,34,0,4,12,T10,pentagon_to_star,pentagon_to_star_trans,0,1,3,1679,1,Online,0
1498,34,0,4,13,T11,pentagon_to_star,pentagon_to_star_trans,0,0,4,798,0,Online,0
1499,34,0,4,14,T12,pentagon_to_star,pentagon_to_star_trans,0,0,2,1273,0,Online,0
1500,34,0,4,15,T13,pentagon_to_star,pentagon_to_star_trans,0,1,4,922,1,Online,0
1501,34,0,4,16,P1,star_to_pentagon,star_plateau,0,0,1,717,0,Online,0
1502,34,0,4,17,P2,star_to_pentagon,star_plateau,0,0,3,902,0,Online,0
1503,34,0,4,18,P3,star_to_pentagon,star_plateau,0,0,2,663,0,Online,0
1504,34,0,4,19,T1,star_to_pentagon,star_to_pentagon_trans,0,1,1,658,1,Online,0
1505,34,0,4,20,T2,star_to_pentagon,star_to_pentagon_trans,0,1,1,1151,1,Online,0
1506,34,0,4,21,T3,star_to_pentagon,star_to_pentagon_trans,0,0,2,672,0,Online,0
1507,34,0,4,22,T4,star_to_pentagon,star_to_pentagon_trans,1,0,3,1276,1,Online,1
1508,34,0,4,23,T5,star_to_pentagon,star_to_pentagon_trans,1,0,4,3047,1,Online,1
1509,34,0,4,24,T6,star_to_pentagon,star_to_pentagon_trans,1,0,4,1732,1,Online,1
1510,34,0,4,25,T7,star_to_pentagon,star_to_pentagon_trans,0,0,4,829,0,Online,0
1511,34,0,4,26,T8,star_to_pentagon,star_to_pentagon_trans,1,0,3,952,1,Online,1
1512,34,0,4,27,T9,star_to_pentagon,star_to_pentagon_trans,1,0,2,1671,1,Online,1
1513,34,0,4,28,T10,star_to_pentagon,star_to_pentagon_trans,0,1,2,1301,1,Online,0
1514,34,0,4,29,T11,star_to_pentagon,star_to_pentagon_trans,1,0,2,791,1,Online,1
1515,34,0,4,30,T12,star_to_pentagon,star_to_pentagon_trans,0,0,2,655,0,Online,0
1516,34,0,4,31,T13,star_to_pentagon,star_to_pentagon_trans,0,0,3,1233,0,Online,0
1517,34,0,4,32,P1,pentagon_to_star,pentagon_plateau,0,0,4,1397,0,Online,0
1518,34,0,4,33,P2,pentagon_to_star,pentagon_plateau,0,0,3,1535,0,Online,0
1519,34,0,4,34,P3,pentagon_to_star,pentagon_plateau,1,0,2,930,1,Online,1
1520,34,0,4,35,T1,pentagon_to_star,pentagon_to_star_trans,0,0,2,1054,0,Online,0
1521,34,0,4,36,T2,pentagon_to_star,pentagon_to_star_trans,0,1,3,1282,1,Online,0
1522,34,0,4,37,T3,pentagon_to_star,pentagon_to_star_trans,0,0,2,937,0,Online,0
1523,34,0,4,38,T4,pentagon_to_star,pentagon_to_star_trans,0,1,4,883,1,Online,0
1524,34,0,4,39,T5,pentagon_to_star,pentagon_to_star_trans,1,0,4,967,1,Online,1
1525,34,0,4,40,T6,pentagon_to_star,pentagon_to_star_trans,1,0,4,1044,1,Online,1
1526,34,0,4,41,T7,pentagon_to_star,pentagon_to_star_trans,0,0,1,674,0,Online,0
1527,34,0,4,42,T8,pentagon_to_star,pentagon_to_star_trans,1,0,3,830,1,Online,1
1528,34,0,4,43,T9,pentagon_to_star,pentagon_to_star_trans,0,1,3,798,1,Online,0
1529,34,0,4,44,T10,pentagon_to_star,pentagon_to_star_trans,0,0,2,1114,0,Online,0
1530,34,0,4,45,T11,pentagon_to_star,pentagon_to_star_trans,0,0,4,740,0,Online,0
1531,34,0,4,46,T12,pentagon_to_star,pentagon_to_star_trans,0,0,1,929,0,Online,0
1532,34,0,4,47,T13,pentagon_to_star,pentagon_to_star_trans,1,0,2,1196,1,Online,1
1533,34,0,4,48,P1,star_to_pentagon,star_plateau,0,0,3,1296,0,Online,0
1534,34,0,4,49,P2,star_to_pentagon,star_plateau,1,0,4,818,1,Online,1
1535,34,0,4,50,P3,star_to_pentagon,star_plateau,0,0,4,917,0,Online,0
1536,34,0,4,51,T1,star_to_pentagon,star_to_pentagon_trans,1,0,2,1425,1,Online,1
1537,34,0,4,52,T2,star_to_pentagon,star_to_pentagon_trans,0,0,2,774,0,Online,0
1538,34,0,4,53,T3,star_to_pentagon,star_to_pentagon_trans,0,1,4,1354,1,Online,0
1539,34,0,4,54,T4,star_to_pentagon,star_to_pentagon_trans,0,0,4,662,0,Online,0
1540,34,0,4,55,T5,star_to_pentagon,star_to_pentagon_trans,0,0,1,1016,0,Online,0
1541,34,0,4,56,T6,star_to_pentagon,star_to_pentagon_trans,0,0,2,719,0,Online,0
1542,34,0,4,57,T7,star_to_pentagon,star_to_pentagon_trans,0,1,4,712,1,Online,0
1543,34,0,4,58,T8,star_to_pentagon,star_to_pentagon_trans,0,0,4,982,0,Online,0
1544,34,0,4,59,T9,star_to_pentagon,star_to_pentagon_trans,1,0,1,938,1,Online,1
1545,34,0,4,60,T10,star_to_pentagon,star_to_pentagon_trans,1,0,4,769,1,Online,1
1546,34,0,4,61,T11,star_to_pentagon,star_to_pentagon_trans,0,1,3,1019,1,Online,0
1547,34,0,4,62,T12,star_to_pentagon,star_to_pentagon_trans,0,0,4,937,0,Online,0
1548,34,0,4,63,T13,star_to_pentagon,star_to_pentagon_trans,1,0,1,730,1,Online,1
1549,34,0,4,64,P1,pentagon_to_star,pentagon_plateau,0,0,1,626,0,Online,0
1550,34,0,4,65,P2,pentagon_to_star,pentagon_plateau,0,1,4,1255,1,Online,0
1551,34,0,4,66,P3,pentagon_to_star,pentagon_plateau,0,0,3,1893,0,Online,0
1552,34,0,4,67,T1,pentagon_to_star,pentagon_to_star_trans,0,1,2,920,1,Online,0
1553,34,0,4,68,T2,pentagon_to_star,pentagon_to_star_trans,0,0,2,897,0,Online,0
1554,34,0,4,69,T3,pentagon_to_star,pentagon_to_star_trans,0,1,4,1482,1,Online,0
1555,34,0,4,70,T4,pentagon_to_star,pentagon_to_star_trans,1,0,4,630,1,Online,1
1556,34,0,4,71,T5,pentagon_to_star,pentagon_to_star_trans,0,0,4,820,0,Online,0
1557,34,0,4,72,T6,pentagon_to_star,pentagon_to_star_trans,0,0,3,803,0,Online,0
1558,34,0,4,73,T7,pentagon_to_star,pentagon_to_star_trans,0,0,2,1268,0,Online,0
1559,34,0,4,74,T8,pentagon_to_star,pentagon_to_star_trans,0,0,1,1545,0,Online,0
1560,34,0,4,75,T9,pentagon_to_star,pentagon_to_star_trans,0,0,4,932,0,Online,0
1561,34,0,4,76,T10,pentagon_to_star,pentagon_to_star_trans,0,0,1,1237,0,Online,0
1562,34,0,4,77,T11,pentagon_to_star,pentagon_to_star_trans,1,0,3,816,1,Online,1
1563,34,0,4,78,T12,pentagon_to_star,pentagon_to_star_trans,1,0,1,1025,1,Online,1
1564,34,0,4,79,T13,pentagon_to_star,pentagon_to_star_trans,0,0,1,776,0,Online,0
1565,34,0,4,80,P1,star_to_pentagon,star_plateau,0,0,2,1099,0,Online,0
1566,34,0,4,81,P2,star_to_pentagon,star_plateau,0,1,1,594,1,Online,0
1567,34,0,4,82,P3,star_to_pentagon,star_plateau,0,0,4,816,0,Online,0
1568,34,0,4,83,T1,star_to_pentagon,star_to_pentagon_trans,1,0,3,1027,1,Online,1
1569,34,0,4,84,T2,star_to_pentagon,star_to_pentagon_trans,0,1,2,1047,1,Online,0
1570,34,0,4,85,T3,star_to_pentagon,star_to_pentagon_trans,0,0,1,1539,0,Online,0
1571,34,0,4,86,T4,star_to_pentagon,star_to_pentagon_trans,1,0,4,1272,1,Online,1
1572,34,0,4,87,T5,star_to_pentagon,star_to_pentagon_trans,0,0,4,854,0,Online,0
1573,34,0,4,88,T6,star_to_pentagon,star_to_pentagon_trans,0,1,3,854,1,Online,0
1574,34,0,4,89,T7,star_to_pentagon,star_to_pentagon_trans,0,0,3,685,0,Online,0
1575,34,0,4,90,T8,star_to_pentagon,star_to_pentagon_trans,0,1,4,1012,1,Online,0
1576,34,0,4,91,T9,star_to_pentagon,star_to_pentagon_trans,0,1,3,1063,1,Online,0
1577,34,0,4,92,T10,star_to_pentagon,star_to_pentagon_trans,0,0,1,1596,0,Online,0
1578,34,0,4,93,T11,star_to_pentagon,star_to_pentagon_trans,0,1,4,1076,1,Online,0
1579,34,0,4,94,T12,star_to_pentagon,star_to_pentagon_trans,0,1,4,1744,1,Online,0
1580,34,0,4,95,T13,star_to_pentagon,star_to_pentagon_trans,1,0,4,719,1,Online,1
1581,34,0,4,96,P1,pentagon_to_star,pentagon_plateau,0,0,4,934,0,Online,0
1582,34,0,4,97,P2,pentagon_to_star,pentagon_plateau,0,1,3,880,1,Online,0
1583,34,0,4,98,P3,pentagon_to_star,pentagon_plateau,0,0,2,1274,0,Online,0
1584,55,0,1,0,P1,pentagon_to_star,pentagon_plateau,0,0,1,978,0,Online,0
1585,55,0,1,1,P2,pentagon_to_star,pentagon_plateau,1,0,3,912,1,Online,1
1586,55,0,1,2,P3,pentagon_to_star,pentagon_plateau,0,0,2,1214,0,Online,0
1587,55,0,1,3,T1,pentagon_to_star,pentagon_to_star_trans,0,0,4,1679,0,Online,0
1588,55,0,1,4,T2,pentagon_to_star,pentagon_to_star_trans,0,1,2,1592,1,Online,0
1589,55,0,1,5,T3,pentagon_to_star,pentagon_to_star_trans,0,0,1,716,0,Online,0
1590,55,0,1,6,T4,pentagon_to_star,pentagon_to_star_trans,0,0,3,962,0,Online,0
1591,55,0,1,7,T5,pentagon_to_star,pentagon_to_star_trans,0,1,1,631,1,Online,0
1592,55,0,1,8,T6,pentagon_to_star,pentagon_to_star_trans,0,0,1,1089,0,Online,0
1593,55,0,1,9,T7,pentagon_to_star,pentagon_to_star_trans,1,0,2,2319,1,Online,1
1594,55,0,1,10,T8,pentagon_to_star,pentagon_to_star_trans,1,0,2,2049,1,Online,1
1595,55,0,1,11,T9,pentagon_to_star,pentagon_to_star_trans,0,0,1,737,0,Online,0
1596,55,0,1,12,T10,pentagon_to_star,pentagon_to_star_trans,0,1,2,2411,1,Online,0
1597,55,0,1,13,T11,pentagon_to_star,pentagon_to_star_trans,0,0,3,916,0,Online,0
1598,55,0,1,14,T12,pentagon_to_star,pentagon_to_star_trans,1,0,2,1705,1,Online,1
1599,55,0,1,15,T13,pentagon_to_star,pentagon_to_star_trans,0,0,2,623,0,Online,0
1600,55,0,1,16,P1,star_to_pentagon,star_plateau,1,0,1,575,1,Online,1
1601,55,0,1,17,P2,star_to_pentagon,star_plateau,0,0,1,720,0,Online,0
1602,55,0,1,18,P3,star_to_pentagon,star_plateau,1,0,3,885,1,Online,1
1603,55,0,1,19,T1,star_to_pentagon,star_to_pentagon_trans,1,0,3,869,1,Online,1
1604,55,0,1,20,T2,star_to_pentagon,star_to_pentagon_trans,0,0,4,2140,0,Online,0
1605,55,0,1,21,T3,star_to_pentagon,star_to_pentagon_trans,0,1,2,729,1,Online,0
1606,55,0,1,22,T4,star_to_pentagon,star_to_pentagon_trans,0,0,3,1826,0,Online,0
1607,55,0,1,23,T5,star_to_pentagon,star_to_pentagon_trans,1,0,4,1250,1,Online,1
1608,55,0,1,24,T6,star_to_pentagon,star_to_pentagon_trans,0,0,3,1872,0,Online,0
1609,55,0,1,25,T7,star_to_pentagon,star_to_pentagon_trans,0,1,4,2453,1,Online,0
1610,55,0,1,26,T8,star_to_pentagon,star_to_pentagon_trans,1,0,4,819,1,Online,1
1611,55,0,1,27,T9,star_to_pentagon,star_to_pentagon_trans,0,0,4,1067,0,Online,0
1612,55,0,1,28,T10,star_to_pentagon,star_to_pentagon_trans,0,1,3,1447,1,Online,0
1613,55,0,1,29,T11,star_to_pentagon,star_to_pentagon_trans,0,0,1,1556,0,Online,0
1614,55,0,1,30,T12,star_to_pentagon,star_to_pentagon_trans,1,0,4,1282,1,Online,1
1615,55,0,1,31,T13,star_to_pentagon,star_to_pentagon_trans,0,1,1,1390,1,Online,0
1616,55,0,1,32,P1,pentagon_to_star,pentagon_plateau,0,0,1,1219,0,Online,0
1617,55,0,1,33,P2,pentagon_to_star,pentagon_plateau,1,0,3,2157,1,Online,1
1618,55,0,1,34,P3,pentagon_to_star,pentagon_plateau,1,0,3,728,1,Online,1
1619,55,0,1,35,T1,pentagon_to_star,pentagon_to_star_trans,0,1,1,624,1,Online,0
1620,55,0,1,36,T2,pentagon_to_star,pentagon_to_star_trans,0,1,1,808,1,Online,0
1621,55,0,1,37,T3,pentagon_to_star,pentagon_to_star_trans,0,0,1,588,0,Online,0
1622,55,0,1,38,T4,pentagon_to_star,pentagon_to_star_trans,0,1,2,1375,1,Online,0
1623,55,0,1,39,T5,pentagon_to_star,pentagon_to_star_trans,1,0,2,1131,1,Online,1
1624,55,0,1,40,T6,pentagon_to_star,pentagon_to_star_trans,0,0,4,1567,0,Online,0
1625,55,0,1,41,T7,pentagon_to_star,pentagon_to_star_trans,0,1,3,2181,1,Online,0
1626,55,0,1,42,T8,pentagon_to_star,pentagon_to_star_trans,0,0,3,1659,0,Online,0
1627,55,0,1,43,T9,pentagon_to_star,pentagon_to_star_trans,0,0,1,745,0,Online,0
1628,55,0,1,44,T10,pentagon_to_star,pentagon_to_star_trans,0,0,2,698,0,Online,0
1629,55,0,1,45,T11,pentagon_to_star,pentagon_to_star_trans,0,0,3,783,0,Online,0
1630,55,0,1,46,T12,pentagon_to_star,pentagon_to_star_trans,1,0,1,1239,1,Online,1
1631,55,0,1,47,T13,pentagon_to_star,pentagon_to_star_trans,0,0,1,806,0,Online,0
1632,55,0,1,48,P1,star_to_pentagon,star_plateau,0,1,2,1496,1,Online,0
1633,55,0,1,49,P2,star_to_pentagon,star_plateau,0,0,1,814,0,Online,0
1634,55,0,1,50,P3,star_to_pentagon,star_plateau,0,0,2,890,0,Online,0
1635,55,0,1,51,T1,star_to_pentagon,star_to_pentagon_trans,1,0,4,1756,1,Online,1
1636,55,0,1,52,T2,star_to_pentagon,star_to_pentagon_trans,0,1,1,734,1,Online,0
1637,55,0,1,53,T3,star_to_pentagon,star_to_pentagon_trans,1,0,1,1239,1,Online,1
1638,55,0,1,54,T4,star_to_pentagon,star_to_pentagon_trans,1,0,4,1245,1,Online,1
1639,55,0,1,55,T5,star_to_pentagon,star_to_pentagon_trans,1,0,4,849,1,Online,1
1640,55,0,1,56,T6,star_to_pentagon,star_to_pentagon_trans,1,0,4,876,1,Online,1
1641,55,0,1,57,T7,star_to_pentagon,star_to_pentagon_trans,0,0,1,773,0,Online,0
1642,55,0,1,58,T8,star_to_pentagon,star_to_pentagon_trans,0,1,3,1309,1,Online,0
1643,55,0,1,59,T9,star_to_pentagon,star_to_pentagon_trans,0,0,1,1235,0,Online,0
1644,55,0,1,60,T10,star_to_pentagon,star_to_pentagon_trans,0,1,3,1065,1,Online,0
1645,55,0,1,61,T11,star_to_pentagon,star_to_pentagon_trans,0,0,4,1293,0,Online,0
1646,55,0,1,62,T12,star_to_pentagon,star_to_pentagon_trans,0,0,2,1611,0,Online,0
1647,55,0,1,63,T13,star_to_pentagon,star_to_pentagon_trans,1,0,4,2167,1,Online,1
1648,55,0,1,64,P1,pentagon_to_star,pentagon_plateau,0,0,2,1380,0,Online,0
1649,55,0,1,65,P2,pentagon_to_star,pentagon_plateau,0,1,4,1240,1,Online,0
1650,55,0,1,66,P3,pentagon_to_star,pentagon_plateau,0,0,4,918,0,Online,0
1651,55,0,1,67,T1,pentagon_to_star,pentagon_to_star_trans,1,0,3,1265,1,Online,1
1652,55,0,1,68,T2,pentagon_to_star,pentagon_to_star_trans,0,0,1,1402,0,Online,0
1653,55,0,1,69,T3,pentagon_to_star,pentagon_to_star_trans,1,0,3,1409,1,Online,1
1654,55,0,1,70,T4,pentagon_to_star,pentagon_to_star_trans,0,1,4,914,1,Online,0
1655,55,0,1,71,T5,pentagon_to_star,pentagon_to_star_trans,0,0,4,998,0,Online,0
1656,55,0,1,72,T6,pentagon_to_star,pentagon_to_star_trans,1,0,3,1264,1,Online,1
1657,55,0,1,73,T7,pentagon_to_star,pentagon_to_star_trans,0,0,4,1346,0,Online,0
1658,55,0,1,74,T8,pentagon_to_star,pentagon_to_star_trans,0,0,3,1157,0,Online,0
1659,55,0,1,75,T9,pentagon_to_star,pentagon_to_star_trans,0,1,2,1192,1,Online,0
1660,55,0,1,76,T10,pentagon_to_star,pentagon_to_star_trans,0,1,2,2103,1,Online,0
1661,55,0,1,77,T11,pentagon_to_star,pentagon_to_star_trans,0,1,1,624,1,Online,0
1662,55,0,1,78,T12,pentagon_to_star,pentagon_to_star_trans,0,0,4,966,0,Online,0
1663,55,0,1,79,T13,pentagon_to_star,pentagon_to_star_trans,1,0,3,1275,1,Online,1
1664,55,0,1,80,P1,star_to_pentagon,star_plateau,1,0,2,966,1,Online,1
1665,55,0,1,81,P2,star_to_pentagon,star_plateau,0,0,2,939,0,Online,0
1666,55,0,1,82,P3,star_to_pentagon,star_plateau,0,0,4,1178,0,Online,0
1667,55,0,1,83,T1,star_to_pentagon,star_to_pentagon_trans,0,1,2,943,1,Online,0
1668,55,0,1,84,T2,star_to_pentagon,star_to_pentagon_trans,0,0,1,872,0,Online,0
1669,55,0,1,85,T3,star_to_pentagon,star_to_pentagon_trans,0,1,2,1166,1,Online,0
1670,55,0,1,86,T4,star_to_pentagon,star_to_pentagon_trans,0,0,3,2288,0,Online,0
1671,55,0,1,87,T5,star_to_pentagon,star_to_pentagon_trans,0,0,3,1573,0,Online,0
1672,55,0,1,88,T6,star_to_pentagon,star_to_pentagon_trans,0,0,1,1230,0,Online,0
1673,55,0,1,89,T7,star_to_pentagon,star_to_pentagon_trans,1,0,2,2011,1,Online,1
1674,55,0,1,90,T8,star_to_pentagon,star_to_pentagon_trans,0,1,1,829,1,Online,0
1675,55,0,1,91,T9,star_to_pentagon,star_to_pentagon_trans,0,0,3,1845,0,Online,0
1676,55,0,1,92,T10,star_to_pentagon,star_to_pentagon_trans,1,0,1,736,1,Online,1
1677,55,0,1,93,T11,star_to_pentagon,star_to_pentagon_trans,0,1,2,863,1,Online,0
1678,55,0,1,94,T12,star_to_pentagon,star_to_pentagon_trans,0,1,1,814,1,Online,0
1679,55,0,1,95,T13,star_to_pentagon,star_to_pentagon_trans,0,0,1,891,0,Online,0
1680,55,0,1,96,P1,pentagon_to_star,pentagon_plateau,0,0,1,931,0,Online,0
1681,55,0,1,97,P2,pentagon_to_star,pentagon_plateau,0,0,3,1201,0,Online,0
1682,55,0,1,98,P3,pentagon_to_star,pentagon_plateau,0,0,4,1346,0,Online,0
1683,55,1,2,0,P1,star_to_pentagon,star_plateau,1,0,3,1063,1,Online,1
1684,55,1,2,1,P2,star_to_pentagon,star_plateau,1,0,2,857,1,Online,1
1685,55,1,2,2,P3,star_to_pentagon,star_plateau,0,1,2,581,1,Online,0
1686,55,1,2,3,T1,star_to_pentagon,star_to_pentagon_trans,0,0,1,686,0,Online,0
1687,55,1,2,4,T2,star_to_pentagon,star_to_pentagon_trans,0,1,4,1209,1,Online,0
1688,55,1,2,5,T3,star_to_pentagon,star_to_pentagon_trans,0,0,2,1208,0,Online,0
1689,55,1,2,6,T4,star_to_pentagon,star_to_pentagon_trans,0,0,1,571,0,Online,0
1690,55,1,2,7,T5,star_to_pentagon,star_to_pentagon_trans,0,0,4,781,0,Online,0
1691,55,1,2,8,T6,star_to_pentagon,star_to_pentagon_trans,0,0,1,703,0,Online,0
1692,55,1,2,9,T7,star_to_pentagon,star_to_pentagon_trans,0,0,2,833,0,Online,0
1693,55,1,2,10,T8,star_to_pentagon,star_to_pentagon_trans,0,1,1,1050,1,Online,0
1694,55,1,2,11,T9,star_to_pentagon,star_to_pentagon_trans,0,0,2,1892,0,Online,0
1695,55,1,2,12,T10,star_to_pentagon,star_to_pentagon_trans,0,1,1,638,1,Online,0
1696,55,1,2,13,T11,star_to_pentagon,star_to_pentagon_trans,0,1,3,926,1,Online,0
1697,55,1,2,14,T12,star_to_pentagon,star_to_pentagon_trans,0,0,3,1486,0,Online,0
1698,55,1,2,15,T13,star_to_pentagon,star_to_pentagon_trans,0,0,2,706,0,Online,0
1699,55,1,2,16,P1,pentagon_to_star,pentagon_plateau,0,0,1,1183,0,Online,0
1700,55,1,2,17,P2,pentagon_to_star,pentagon_plateau,0,1,2,1723,1,Online,0
1701,55,1,2,18,P3,pentagon_to_star,pentagon_plateau,0,1,2,1051,1,Online,0
1702,55,1,2,19,T1,pentagon_to_star,pentagon_to_star_trans,0,0,1,789,0,Online,0
1703,55,1,2,20,T2,pentagon_to_star,pentagon_to_star_trans,0,1,4,830,1,Online,0
1704,55,1,2,21,T3,pentagon_to_star,pentagon_to_star_trans,0,0,1,573,0,Online,0
1705,55,1,2,22,T4,pentagon_to_star,pentagon_to_star_trans,0,0,3,1392,0,Online,0
1706,55,1,2,23,T5,pentagon_to_star,pentagon_to_star_trans,0,1,2,1037,1,Online,0
1707,55,1,2,24,T6,pentagon_to_star,pentagon_to_star_trans,0,0,1,1332,0,Online,0
1708,55,1,2,25,T7,pentagon_to_star,pentagon_to_star_trans,1,0,2,950,1,Online,1
1709,55,1,2,26,T8,pentagon_to_star,pentagon_to_star_trans,0,1,2,1400,1,Online,0
1710,55,1,2,27,T9,pentagon_to_star,pentagon_to_star_trans,0,0,2,598,0,Online,0
1711,55,1,2,28,T10,pentagon_to_star,pentagon_to_star_trans,0,1,4,812,1,Online,0
1712,55,1,2,29,T11,pentagon_to_star,pentagon_to_star_trans,0,1,2,598,1,Online,0
1713,55,1,2,30,T12,pentagon_to_star,pentagon_to_star_trans,0,1,2,645,1,Online,0
1714,55,1,2,31,T13,pentagon_to_star,pentagon_to_star_trans,0,1,3,1648,1,Online,0
1715,55,1,2,32,P1,star_to_pentagon,star_plateau,0,1,2,738,1,Online,0
1716,55,1,2,33,P2,star_to_pentagon,star_plateau,0,0,2,685,0,Online,0
1717,55,1,2,34,P3,star_to_pentagon,star_plateau,0,0,1,1071,0,Online,0
1718,55,1,2,35,T1,star_to_pentagon,star_to_pentagon_trans,0,1,3,915,1,Online,0
1719,55,1,2,36,T2,star_to_pentagon,star_to_pentagon_trans,0,0,2,1230,0,Online,0
1720,55,1,2,37,T3,star_to_pentagon,star_to_pentagon_trans,0,1,1,891,1,Online,0
1721,55,1,2,38,T4,star_to_pentagon,star_to_pentagon_trans,0,0,3,924,0,Online,0
1722,55,1,2,39,T5,star_to_pentagon,star_to_pentagon_trans,0,1,1,1139,1,Online,0
1723,55,1,2,40,T6,star_to_pentagon,star_to_pentagon_trans,0,0,1,769,0,Online,0
1724,55,1,2,41,T7,star_to_pentagon,star_to_pentagon_trans,0,0,3,831,0,Online,0
1725,55,1,2,42,T8,star_to_pentagon,star_to_pentagon_trans,1,0,2,1695,1,Online,1
1726,55,1,2,43,T9,star_to_pentagon,star_to_pentagon_trans,1,0,2,747,1,Online,1
1727,55,1,2,44,T10,star_to_pentagon,star_to_pentagon_trans,0,0,2,606,0,Online,0
1728,55,1,2,45,T11,star_to_pentagon,star_to_pentagon_trans,0,1,1,1078,1,Online,0
1729,55,1,2,46,T12,star_to_pentagon,star_to_pentagon_trans,0,1,1,668,1,Online,0
1730,55,1,2,47,T13,star_to_pentagon,star_to_pentagon_trans,0,0,1,1329,0,Online,0
1731,55,1,2,48,P1,pentagon_to_star,pentagon_plateau,0,0,3,829,0,Online,0
1732,55,1,2,49,P2,pentagon_to_star,pentagon_plateau,0,0,2,621,0,Online,0
1733,55,1,2,50,P3,pentagon_to_star,pentagon_plateau,0,0,1,550,0,Online,0
1734,55,1,2,51,T1,pentagon_to_star,pentagon_to_star_trans,0,1,3,818,1,Online,0
1735,55,1,2,52,T2,pentagon_to_star,pentagon_to_star_trans,1,0,4,856,1,Online,1
1736,55,1,2,53,T3,pentagon_to_star,pentagon_to_star_trans,0,1,1,756,1,Online,0
1737,55,1,2,54,T4,pentagon_to_star,pentagon_to_star_trans,1,0,2,690,1,Online,1
1738,55,1,2,55,T5,pentagon_to_star,pentagon_to_star_trans,0,1,2,1419,1,Online,0
1739,55,1,2,56,T6,pentagon_to_star,pentagon_to_star_trans,1,0,3,845,1,Online,1
1740,55,1,2,57,T7,pentagon_to_star,pentagon_to_star_trans,0,0,3,2152,0,Online,0
1741,55,1,2,58,T8,pentagon_to_star,pentagon_to_star_trans,0,0,4,1027,0,Online,0
1742,55,1,2,59,T9,pentagon_to_star,pentagon_to_star_trans,0,0,2,894,0,Online,0
1743,55,1,2,60,T10,pentagon_to_star,pentagon_to_star_trans,1,0,1,1728,1,Online,1
1744,55,1,2,61,T11,pentagon_to_star,pentagon_to_star_trans,0,0,4,1089,0,Online,0
1745,55,1,2,62,T12,pentagon_to_star,pentagon_to_star_trans,0,1,2,1960,1,Online,0
1746,55,1,2,63,T13,pentagon_to_star,pentagon_to_star_trans,0,1,3,714,1,Online,0
1747,55,1,2,64,P1,star_to_pentagon,star_plateau,0,1,2,1040,1,Online,0
1748,55,1,2,65,P2,star_to_pentagon,star_plateau,0,0,2,2727,0,Online,0
1749,55,1,2,66,P3,star_to_pentagon,star_plateau,1,0,3,1590,1,Online,1
1750,55,1,2,67,T1,star_to_pentagon,star_to_pentagon_trans,0,0,3,1041,0,Online,0
1751,55,1,2,68,T2,star_to_pentagon,star_to_pentagon_trans,0,0,2,971,0,Online,0
1752,55,1,2,69,T3,star_to_pentagon,star_to_pentagon_trans,0,0,1,736,0,Online,0
1753,55,1,2,70,T4,star_to_pentagon,star_to_pentagon_trans,0,1,4,1186,1,Online,0
1754,55,1,2,71,T5,star_to_pentagon,star_to_pentagon_trans,1,0,1,1311,1,Online,1
1755,55,1,2,72,T6,star_to_pentagon,star_to_pentagon_trans,0,1,1,920,1,Online,0
1756,55,1,2,73,T7,star_to_pentagon,star_to_pentagon_trans,0,1,1,710,1,Online,0
1757,55,1,2,74,T8,star_to_pentagon,star_to_pentagon_trans,0,0,3,861,0,Online,0
1758,55,1,2,75,T9,star_to_pentagon,star_to_pentagon_trans,0,0,1,666,0,Online,0
1759,55,1,2,76,T10,star_to_pentagon,star_to_pentagon_trans,0,1,2,834,1,Online,0
1760,55,1,2,77,T11,star_to_pentagon,star_to_pentagon_trans,1,0,2,988,1,Online,1
1761,55,1,2,78,T12,star_to_pentagon,star_to_pentagon_trans,1,0,4,1506,1,Online,1
1762,55,1,2,79,T13,star_to_pentagon,star_to_pentagon_trans,1,0,4,1328,1,Online,1
1763,55,1,2,80,P1,pentagon_to_star,pentagon_plateau,0,0,4,700,0,Online,0
1764,55,1,2,81,P2,pentagon_to_star,pentagon_plateau,0,1,3,1241,1,Online,0
